Fecha,Hora,v4 (Voltaje) [V],m8 (10 cm) [mm],m8 (20 cm) [mm],m8 (40 cm) [mm],m8 (60 cm) [mm],m8 (80 cm) [mm],m8 (100 cm) [mm],t7 (60 cm) [C],tz (T Amb superficie) [C],v7 (Voltaje) [V]
2022-07-24,05:50:27,6.25,58.76,66.42,67.1,59.38,41.79,42.73,11.18,10.56,
2022-07-24,11:50:44,6.69,58.71,66.36,67.1,59.4,41.81,42.71,11.25,10.87,
2022-07-24,17:51:02,6.39,58.73,66.39,67.08,59.4,41.81,42.67,11.25,11.12,
2022-07-24,23:51:17,6.32,58.62,66.35,67.12,59.41,41.82,42.65,11.31,10.75,
2022-07-25,00:01:17,6.32,58.61,66.35,67.12,59.42,41.82,42.64,11.31,10.75,
2022-07-25,05:51:34,6.25,58.53,66.28,67.12,59.43,41.82,42.63,11.31,10.62,
2022-07-25,11:51:52,6.65,58.49,66.23,67.12,59.44,41.82,42.59,11.37,11.18,
2022-07-25,17:52:10,6.68,58.58,66.35,67.1,59.44,41.82,42.52,11.37,11.62,
2022-07-25,23:52:27,6.31,58.32,66.26,67.15,59.44,41.82,42.48,11.37,10.31,
2022-07-26,00:02:28,6.31,58.3,66.26,67.14,59.44,41.82,42.48,11.37,10.31,
2022-07-26,05:52:45,6.27,58.03,66.05,67.15,59.45,41.83,42.46,11.43,9.31,
2022-07-26,11:53:03,6.59,57.97,65.85,67.07,59.46,41.83,42.43,11.43,10.81,
2022-07-26,17:53:21,6.65,58.34,66.12,66.99,59.44,41.82,42.33,11.37,12.62,
2022-07-26,23:53:39,6.31,58.05,66.11,67.06,59.42,41.82,42.3,11.37,11,
2022-07-27,00:03:39,6.31,58.05,66.1,67.06,59.43,41.82,42.29,11.37,11,
2022-07-27,05:53:56,6.27,57.92,65.99,67.08,59.44,41.82,42.28,11.43,10.75,
2022-07-27,11:54:14,6.63,57.88,65.91,67.08,59.46,41.82,42.25,11.5,12,
2022-07-27,17:54:32,6.68,57.99,66.07,67.08,59.46,41.83,42.21,11.5,12.06,
2022-07-27,23:54:50,6.3,57.71,65.97,67.15,59.47,41.83,42.18,11.56,10.75,
2022-07-28,00:04:51,6.3,57.7,65.97,67.15,59.47,41.83,42.18,11.56,10.75,
2022-07-28,05:55:09,6.26,57.54,65.81,67.15,59.49,41.84,42.16,11.62,10.31,
2022-07-28,11:45:26,6.6,57.43,65.65,67.11,59.5,41.84,42.15,11.62,11.43,
2022-07-28,17:55:45,6.61,57.88,65.92,67.03,59.48,41.82,42.07,11.62,13.81,
2022-07-28,23:56:02,6.3,57.48,65.89,67.11,59.48,41.82,42.02,11.62,10.93,
2022-07-29,00:06:03,6.3,57.47,65.87,67.11,59.47,41.82,42.02,11.62,10.87,
2022-07-29,08:46:28,6.68,56.98,65.48,67.11,59.51,41.83,42,11.75,9,
2022-07-29,13:46:43,6.67,57.13,65.4,67.04,59.51,41.84,41.99,11.75,11.31,
2022-07-29,18:46:58,6.38,57.19,65.5,67,59.5,41.83,41.97,11.75,11.31,
2022-07-29,23:57:11,6.31,57.09,65.48,67.01,59.48,41.83,41.95,11.68,11.06,
2022-07-30,00:07:12,6.31,57.08,65.48,67.01,59.48,41.83,41.95,11.68,11.06,
2022-07-30,05:57:29,6.25,56.97,65.4,67.01,59.48,41.83,41.93,11.68,10.75,
2022-07-30,11:57:03,6.68,56.96,65.35,66.99,59.48,41.83,41.92,11.68,11.31,
2022-07-30,17:57:21,6.47,57.02,65.4,66.99,59.48,41.83,41.9,11.68,11.62,
2022-07-30,23:57:37,6.32,56.9,65.37,67.01,59.47,41.82,41.88,11.68,11.12,
2022-07-31,00:07:37,6.31,56.9,65.37,67.01,59.47,41.82,41.88,11.68,11.06,
2022-07-31,05:47:54,6.25,56.62,65.21,67.01,59.48,41.82,41.86,11.75,9.5,
2022-07-31,11:38:11,6.62,56.49,64.98,66.94,59.48,41.82,41.85,11.75,10.37,
2022-07-31,17:18:28,6.64,56.96,65.22,66.83,59.46,41.82,41.79,11.68,13,
2022-07-31,23:18:45,6.31,56.67,65.22,66.89,59.43,41.81,41.74,11.62,10.93,
2022-08-01,00:49:12,6.3,56.64,65.19,66.9,59.43,41.81,41.74,11.68,11,
2022-08-01,13:59:29,6.69,56.48,64.99,66.87,59.44,41.8,41.71,11.68,11.12,
2022-08-01,17:19:39,6.51,56.47,64.99,66.87,59.44,41.8,41.7,11.75,11.06,
2022-08-01,20:39:47,6.33,56.4,64.97,66.86,59.44,41.8,41.69,11.68,10.62,
2022-08-01,23:59:57,6.31,56.34,64.93,66.86,59.44,41.79,41.68,11.75,10.56,
2022-08-02,00:09:57,6.31,56.33,64.92,66.86,59.44,41.8,41.69,11.75,10.5,
2022-08-02,06:00:14,6.24,56.2,64.8,66.83,59.43,41.79,41.67,11.68,10.06,
2022-08-02,12:00:34,6.68,56.14,64.69,66.79,59.43,41.79,41.66,11.68,10.62,
2022-08-02,17:50:50,6.68,56.37,64.83,66.72,59.41,41.77,41.61,11.68,11.75,
2022-08-02,23:51:07,6.32,56.13,64.76,66.74,59.38,41.76,41.59,11.62,10.62,
2022-08-03,00:01:08,6.32,56.13,64.76,66.74,59.38,41.77,41.58,11.62,10.56,
2022-08-03,05:51:26,6.27,56.03,64.66,66.73,59.38,41.76,41.57,11.68,10.43,
2022-08-03,11:51:44,6.68,56.01,64.6,66.71,59.38,41.75,41.56,11.62,11.18,
2022-08-03,17:52:01,6.43,55.98,64.62,66.69,59.37,41.75,41.53,11.62,10.81,
2022-08-03,23:52:19,6.31,55.79,64.51,66.69,59.36,41.74,41.51,11.62,9.81,
2022-08-04,00:02:19,6.31,55.78,64.51,66.69,59.36,41.74,41.52,11.62,9.75,
2022-08-04,05:52:36,6.24,55.47,64.28,66.64,59.35,41.73,41.5,11.62,8.25,
2022-08-04,11:52:53,6.62,55.38,64.03,66.55,59.34,41.73,41.49,11.56,9.81,
2022-08-04,17:53:11,6.65,55.95,64.35,66.4,59.3,41.7,41.44,11.5,12.31,
2022-08-04,23:53:28,6.3,55.6,64.33,66.44,59.26,41.68,41.41,11.43,9.81,
2022-08-05,00:03:29,6.3,55.59,64.33,66.44,59.26,41.68,41.42,11.43,9.75,
2022-08-05,05:53:46,6.26,55.29,64.08,66.44,59.25,41.66,41.39,11.43,8.43,
2022-08-05,11:54:03,6.63,55.26,63.87,66.37,59.25,41.66,41.38,11.43,10,
2022-08-05,17:54:20,6.65,55.75,64.15,66.26,59.22,41.65,41.35,11.37,12.12,
2022-08-05,23:54:36,6.31,55.66,64.22,66.33,59.18,41.63,41.31,11.37,11.12,
2022-08-06,00:04:36,6.31,55.65,64.21,66.33,59.19,41.63,41.31,11.37,11.12,
2022-08-06,05:54:54,6.27,55.49,64.15,66.37,59.2,41.62,41.3,11.37,10.25,
2022-08-06,11:55:11,6.68,55.55,64.05,66.36,59.24,41.6,41.29,11.43,10.87,
2022-08-06,17:55:28,6.37,55.91,64.15,66.36,59.24,41.59,41.29,11.43,11.18,
2022-08-06,23:55:46,6.31,57.03,64.15,66.35,59.26,41.61,41.52,11.5,10.12,
2022-08-07,00:05:47,6.31,57.04,64.15,66.35,59.26,41.61,41.54,11.5,10.06,
2022-08-07,05:56:04,6.23,57.3,64.12,66.32,59.27,41.66,42.17,11.5,8.81,
2022-08-07,11:56:21,6.64,57.76,64.08,66.25,59.27,41.72,42.55,11.5,10.18,
2022-08-07,17:56:39,6.65,58.33,64.37,66.19,59.27,41.79,43.04,11.43,11.37,
2022-08-07,23:56:57,6.31,58.2,64.37,66.19,59.27,41.82,43.37,11.37,9,
2022-08-08,00:06:57,6.3,58.19,64.37,66.21,59.28,41.83,43.38,11.37,9,
2022-08-08,02:27:04,6.3,58.14,64.31,66.21,59.29,41.84,43.46,11.37,8.37,
2022-08-08,04:57:11,6.27,58.07,64.22,66.18,59.3,41.86,43.53,11.37,7.81,
2022-08-08,07:27:18,6.24,57.99,64.12,66.15,59.31,41.87,43.56,11.37,7.25,
2022-08-08,09:57:25,6.7,57.94,64.03,66.11,59.31,41.88,43.58,11.37,7.43,
2022-08-09,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-09,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-09,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-09,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-09,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-09,22:05:49,,--,--,--,--,--,--,--,--,--
2022-08-10,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-10,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-10,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-10,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-10,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-10,22:05:49,,--,--,--,--,--,--,--,--,--
2022-08-11,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-11,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-11,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-11,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-11,19:12:00,,57.79,64.34,66.16,59.34,41.88,43.01,11.37,8.71,
2022-08-11,22:05:49,,57.79,64.34,66.16,59.34,41.88,43.01,11.37,8.71,
2022-08-12,02:11:55,6.3,57.64,64.64,66.22,59.36,41.88,42.44,11.37,10,
2022-08-13,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-13,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-13,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-13,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-13,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-13,22:05:49,,--,--,--,--,--,--,--,--,--
2022-08-14,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-14,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-14,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-14,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-14,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-14,22:05:49,,--,--,--,--,--,--,--,--,--
2022-08-15,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-15,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-15,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-15,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-15,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-15,22:05:49,,--,--,--,--,--,--,--,--,--
2022-08-16,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-16,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-16,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-16,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-16,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-16,22:05:49,,--,--,--,--,--,--,--,--,--
2022-08-17,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-17,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-17,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-17,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-17,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-17,22:05:49,,--,--,--,--,--,--,--,--,--
2022-08-18,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-18,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-18,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-18,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-18,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-18,22:05:49,,--,--,--,--,--,--,--,--,--
2022-08-19,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-19,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-19,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-19,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-19,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-19,22:05:49,,--,--,--,--,--,--,--,--,--
2022-08-20,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-20,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-20,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-20,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-20,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-20,22:05:49,,--,--,--,--,--,--,--,--,--
2022-08-21,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-21,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-21,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-21,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-21,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-21,22:05:49,,--,--,--,--,--,--,--,--,--
2022-08-22,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-22,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-22,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-22,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-22,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-22,22:05:49,,--,--,--,--,--,--,--,--,--
2022-08-23,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-23,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-23,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-23,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-23,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-23,22:05:49,,--,--,--,--,--,--,--,--,--
2022-08-24,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-24,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-24,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-24,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-24,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-24,22:05:49,,--,--,--,--,--,--,--,--,--
2022-08-25,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-25,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-25,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-25,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-25,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-25,22:05:49,,--,--,--,--,--,--,--,--,--
2022-08-26,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-26,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-26,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-26,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-26,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-26,22:05:49,,--,--,--,--,--,--,--,--,--
2022-08-27,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-27,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-27,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-27,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-27,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-27,22:05:49,,--,--,--,--,--,--,--,--,--
2022-08-28,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-28,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-28,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-28,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-28,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-28,22:05:49,,--,--,--,--,--,--,--,--,--
2022-08-29,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-29,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-29,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-29,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-29,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-29,22:05:49,,--,--,--,--,--,--,--,--,--
2022-08-30,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-30,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-30,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-30,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-30,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-30,22:05:49,,--,--,--,--,--,--,--,--,--
2022-08-31,00:00:00,,--,--,--,--,--,--,--,--,--
2022-08-31,04:48:00,,--,--,--,--,--,--,--,--,--
2022-08-31,09:36:00,,--,--,--,--,--,--,--,--,--
2022-08-31,14:24:00,,--,--,--,--,--,--,--,--,--
2022-08-31,19:12:00,,--,--,--,--,--,--,--,--,--
2022-08-31,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-01,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-01,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-01,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-01,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-01,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-01,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-02,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-02,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-02,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-02,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-02,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-02,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-03,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-03,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-03,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-03,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-03,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-03,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-04,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-04,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-04,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-04,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-04,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-04,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-05,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-05,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-05,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-05,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-05,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-05,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-06,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-06,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-06,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-06,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-06,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-06,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-07,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-07,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-07,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-07,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-07,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-07,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-08,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-08,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-08,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-08,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-08,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-08,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-09,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-09,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-09,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-09,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-09,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-09,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-10,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-10,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-10,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-10,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-10,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-10,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-11,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-11,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-11,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-11,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-11,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-11,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-12,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-12,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-12,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-12,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-12,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-12,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-13,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-13,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-13,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-13,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-13,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-13,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-14,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-14,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-14,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-14,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-14,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-14,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-15,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-15,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-15,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-15,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-15,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-15,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-16,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-16,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-16,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-16,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-16,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-16,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-17,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-17,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-17,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-17,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-17,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-17,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-18,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-18,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-18,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-18,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-18,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-18,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-19,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-19,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-19,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-19,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-19,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-19,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-20,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-20,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-20,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-20,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-20,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-20,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-21,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-21,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-21,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-21,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-21,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-21,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-22,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-22,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-22,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-22,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-22,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-22,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-23,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-23,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-23,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-23,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-23,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-23,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-24,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-24,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-24,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-24,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-24,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-24,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-25,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-25,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-25,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-25,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-25,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-25,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-26,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-26,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-26,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-26,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-26,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-26,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-27,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-27,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-27,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-27,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-27,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-27,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-28,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-28,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-28,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-28,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-28,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-28,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-29,00:00:00,,--,--,--,--,--,--,--,--,--
2022-09-29,04:48:00,,--,--,--,--,--,--,--,--,--
2022-09-29,09:36:00,,--,--,--,--,--,--,--,--,--
2022-09-29,14:24:00,,--,--,--,--,--,--,--,--,--
2022-09-29,19:12:00,,--,--,--,--,--,--,--,--,--
2022-09-29,22:05:49,,--,--,--,--,--,--,--,--,--
2022-09-30,00:00:00,,--,--,--,--,--,--,--,--,--
